Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/,11989,0,2,5.098088764700704,0.7956000000604035,1069.6428999999625,408.0,202.16295665996273,0.0,2,3,3,4,5,7,20,23,1100,1100,1100
,Aggregated,11989,0,2,5.098088764700704,0.7956000000604035,1069.6428999999625,408.0,202.16295665996273,0.0,2,3,3,4,5,7,20,23,1100,1100,1100
