Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,GetUsers,11866,0,0,0.18773721077380687,0,260.15496253967285,177.0,203.014871748891,0.0,0,0,0,0,1,1,1,2,16,18,260
,Aggregated,11866,0,0,0.18773721077380687,0,260.15496253967285,177.0,203.014871748891,0.0,0,0,0,0,1,1,1,2,16,18,260
