Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,GetUsers,279,0,1,4.542998515576872,0,1025.937557220459,132.0,4.797051097689768,0.0,1,1,1,1,1,2,2,2,1000,1000,1000
,Aggregated,279,0,1,4.542998515576872,0,1025.937557220459,132.0,4.797051097689768,0.0,1,1,1,1,1,2,2,2,1000,1000,1000
